,id,name,transit,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,street,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
29594,36145134,"HUGE Tribeca/SOHO Loft - 2,200 Square Feet!!",We are conveniently located a 2 minute walk from Canal Street which features access to virtually every subways station in NYC!,271863165,43643.0,,,0.0,1.0,0.0,"New York, NY, United States",Manhattan,40.71888,-74.00431,Apartment,Private room,4,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance""}",500,1,0,5,2 weeks ago,1,17,32,32,252,0,0,,,,,,,,1,flexible,1,0,1,0,,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29758,36254789,Huge 3 bdrm apartment on the beach paradise,,105620188,42703.0,,,0.0,0.0,1.0,"Queens, NY, United States",The Rockaways,40.57762,-73.8446199999999,Condominium,Entire home/apt,4,3.0,3,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance""}",350,1,0,3,4 days ago,1,29,29,41,41,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29761,36260895,Midtown 34th st 1 Br apt with patio!,,24856484,41988.0,,,1.0,1.0,0.0,"New York, NY, United States",Kips Bay,40.7450599999999,-73.97362,Condominium,Entire home/apt,4,1.0,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace""}",400,1,0,2,a week ago,1,6,36,66,66,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29811,36279099,"PRIME LOCATION, Private 2BR in UNION SQUARE","Union Square Station with 4/5/6; N/Q/R and L trains; L Train, 3rd Avenue Station 1 block away - to Brooklyn and crosstown; Astor Place Station with 6 train to Upper East Side or downtown.",264621546,43612.0,within an hour,1.0,0.0,1.0,0.0,"New York, NY, United States",East Village,40.73123,-73.9889599999999,Apartment,Entire home/apt,6,1.0,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",400,2,50,2,a week ago,1,30,60,90,90,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29822,36283398,Dream House,Ferry and Bus Stop just out from the community,174496733,43152.0,,,0.0,0.0,0.0,"The Bronx, NY, United States",Soundview,40.80655,-73.85093,House,Entire home/apt,6,1.5,3,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Private entrance""}",379,1,0,3,a week ago,1,18,48,78,167,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29833,36302780,Beautiful Prospect Heights Brooklyn Townhouse,"B,Q, 2, 3 and C train are all within a few blocks.",55108207,42387.0,,,0.0,0.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.67928,-73.97069,Townhouse,Entire home/apt,4,2.5,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance""}",450,1,0,3,a week ago,1,24,31,31,31,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29835,36304817,HugeHipHome 5BR 2 Bath w/ Yard 15 min to Midtown!,The subway station is ariund the corner. And it takes you directly oto midtown manhattan.,143725634,42948.0,within an hour,1.0,0.0,0.0,0.0,"Queens, NY, United States",Queens,40.76001,-73.9303099999999,House,Entire home/apt,12,2.0,5,6,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",450,10,25,2,5 days ago,1,18,42,60,321,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29839,36305881,Manhattan On The Hill,A Express Train,273038911,43648.0,,,0.0,1.0,0.0,"New York, NY, United States",Inwood,40.8683,-73.92161,Townhouse,Entire home/apt,11,1.0,3,6,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private entrance""}",349,2,25,2,a week ago,1,30,60,90,365,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1
29851,36309780,LIC Family Apt w/ Plenty of Sleeping Space,,143730512,42948.0,within a day,1.0,0.0,0.0,0.0,"Queens, NY, United States",Astoria,40.75419,-73.93445,Apartment,Entire home/apt,14,1.0,3,7,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance""}",350,1,0,2,6 days ago,1,6,18,48,312,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29856,36310353,Staten Island Resort minutes from ferry! Amazing!!,Bikes available on premise. Parking on premise and free ferry minutes away to manhattan!,28586423,42064.0,,,0.0,1.0,0.0,"Staten Island, NY, United States",Staten Island,40.62878,-74.07301,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water""}",450,1,0,5,5 days ago,1,28,58,88,88,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1
29881,36315657,"Ample SoHo 2BR w/ W/D, View of Kemare Sq., near Subway, by Blueground",,107434423,42720.0,within a few hours,1.0,0.0,687.0,0.0,"New York, NY, United States",Soho,40.72229,-73.99888,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",""Bed linens"",Microwave,Refrigerator,Dishwasher,Oven,""Long term stays allowed""}",466,2,0,30,today,1,19,49,79,354,0,0,,,,,,,,1,flexible,232,232,0,0,,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1
29883,36315721,"Stunning Chelsea 1BR w/ Gym, W/D, Doorman, Sundeck, Cinema, by Blueground",,107434423,42720.0,within a few hours,1.0,0.0,687.0,0.0,"New York, NY, United States",Flatiron District,40.74444,-73.99015,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Gym,Elevator,Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,""Long term stays allowed""}",343,1,0,30,today,1,0,19,49,324,0,0,,,,,,,,1,flexible,232,232,0,0,,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1
29884,36315794,Elegant Chelsea 2BR w/ Elevator,,107434423,42720.0,within a few hours,1.0,0.0,687.0,0.0,"New York, NY, United States",Chelsea,40.74451,-73.99939,Apartment,Entire home/apt,4,2.0,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,""Long term stays allowed""}",421,2,0,30,today,1,0,0,17,292,0,0,,,,,,,,1,flexible,232,232,0,0,,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1
29911,36329299,Central Park European 2 Bedroom 2 bath duplex,,6524294,41416.0,within a few hours,0.9,0.0,3.0,1.0,"New York, NY, United States",Upper East Side,40.78439,-73.9576199999999,Apartment,Entire home/apt,4,2.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water""}",400,1,0,5,3 days ago,1,28,58,88,363,0,0,,,,,,,,0,flexible,2,2,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29930,36344347,Beautiful apartment /1 min walk from Time Square,"There are a lot of activities, Restaurants, Roof Top Bars around the corner.  Also a lot of Musical Theaters are a very well added value to the location of our apartment.",119005168,42797.0,,,0.0,0.0,0.0,"New York, NY, United States",Times Square/Theatre District,40.75982,-73.98662,Apartment,Entire home/apt,4,2.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,""Smoke detector"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace""}",400,1,0,2,yesterday,1,3,3,3,3,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
29940,36349092,Beautiful duplex with terrace. Up to 6 people.,"A lot of Subway stations around. You can easily have access to trains: 1, 2, 3, 4, 5, A, C, E, N, R, W. Taxi and Uber just $8 - $20 for the ride in any place at Downtown / Midtown Manhattan",273347409,43649.0,,,0.0,2.0,0.0,"New York, NY, United States",Financial District,40.70485,-74.00822,Apartment,Entire home/apt,6,3.0,3,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",430,2,30,3,5 days ago,1,12,16,16,42,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
29949,36351333,Stunning Luxury Loft in NYC's Best Neighborhood,"Close to the 6,J,N,Q,R,A,C,E,1 trains and all that Soho & Tribeca have to offer!",12268556,41685.0,within an hour,1.0,0.0,0.0,1.0,"New York, NY, United States",Manhattan,40.71877,-74.0026,Loft,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""High chair"",""Hot water"",""Luggage dropoff allowed""}",349,1,0,3,today,1,11,11,11,11,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
29980,36378818,Clean One Bedroom,,3449848,41154.0,,,0.0,0.0,1.0,"New York, NY, United States",Manhattan,40.73896,-73.99935,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",350,1,0,3,4 days ago,1,8,8,8,8,0,0,,,,,,,,0,moderate,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29989,36382093,Chelsea Corner Unit Overlooking the Highline,The building is on the corner of 30th Street & 10th Ave. The closest subway stations are on 34th Street & 10th Ave and on 34th Street & 8th Ave.,1256264,40822.0,,,0.0,0.0,0.0,"New York, NY, United States",Chelsea,40.7511299999999,-74.00231,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Gym,Breakfast,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",450,1,0,5,4 days ago,1,18,48,78,167,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1
29991,36382761,Magical Brooklyn Brownstone,We have our car parked on the street. Sometimes it can be a challenge but we’ve always found a space! Subways are plentiful and close by and will take you anywhere you need to be.,6948761,41441.0,,,0.0,1.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.68807,-73.9657199999999,House,Entire home/apt,4,2.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water""}",400,1,0,5,4 days ago,1,13,13,13,13,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29996,36384487,Peace in NYC,,108640056,42731.0,within a day,0.86,0.0,2.0,1.0,"New York, NY, United States",Lower East Side,40.7142099999999,-73.97853,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,Essentials,""Laptop friendly workspace"",""Hot water""}",350,1,0,1,4 days ago,1,5,23,42,131,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
30019,36395677,Cozy 4 Bedrooms Apt  - 3 stops to Times Square,,268796947,43631.0,within an hour,1.0,0.0,2.0,0.0,"Queens, NY, United States",Astoria,40.75388,-73.92957,House,Entire home/apt,16,1.0,4,8,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Heating,""Suitable for events"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",396,8,20,3,today,1,19,46,76,351,0,0,,,,,,,,1,flexible,5,1,4,0,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
30027,36404568,Sharp Upper East Side 2BR w/ Gym + W/D near the MET by Blueground,,107434423,42720.0,within a few hours,1.0,0.0,687.0,0.0,"New York, NY, United States",Upper East Side,40.77739,-73.9491599999999,Apartment,Entire home/apt,4,2.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,""BBQ grill"",""Long term stays allowed""}",393,2,0,30,today,1,0,2,32,307,0,0,,,,,,,,1,flexible,232,232,0,0,,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1
30029,36404784,Dapper Hell's Kitchen 2BR w/  Gym + W/D + Doorman by Blueground,,107434423,42720.0,within a few hours,1.0,0.0,687.0,0.0,"New York, NY, United States",Midtown,40.76082,-73.99709,Apartment,Entire home/apt,4,2.0,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,""Garden or backyard"",""Long term stays allowed"",""Paid parking on premises""}",385,2,0,30,today,1,3,33,63,338,0,0,,,,,,,,1,flexible,232,232,0,0,,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1
30032,36404972,"Hip East Village 1BR w/ Gym, W/D, Doorman, near Union Sq., by Blueground",,107434423,42720.0,within a few hours,1.0,0.0,687.0,0.0,"New York, NY, United States",East Village,40.73206,-73.98776,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,""Long term stays allowed""}",365,1,0,30,today,1,0,0,20,295,0,0,,,,,,,,1,flexible,232,232,0,0,,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1
30047,36415840,A BEAUTIFUL SPACE IN HEART OF WILLIAMSBURG,,223715460,43405.0,within an hour,0.96,0.0,3.0,0.0,"Brooklyn, NY, United States",Williamsburg,40.71091,-73.9656,Apartment,Entire home/apt,15,2.0,5,10,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed""}",499,5,15,30,yesterday,1,30,60,90,365,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1
30049,36416759,LIC Garden House Top Floor | 10 Min to Manhattan,,53602261,42375.0,within a few hours,0.9,0.0,0.0,0.0,"Queens, NY, United States",Queens,40.75432,-73.93521,House,Entire home/apt,10,2.0,4,5,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",375,1,0,2,yesterday,1,29,59,89,364,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
30050,36417250,US Open special 2-bed luxury condo,New York transportation is amazing.  You can get anywhere in the City.  Grand Central Station is the nearest subway. Buses are at the corner. Most things in Midtown are in walking distance.,133288905,42889.0,within an hour,1.0,1.0,7.0,1.0,"New York, NY, United States",Midtown,40.75174,-73.97343,Condominium,Entire home/apt,6,2.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",369,1,0,4,3 days ago,1,0,4,4,4,0,0,,,,,,,,1,strict_14_with_grace_period,3,3,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
30056,36419291,Wyndham Midtown 45 New York City 1 Bedroom Deluxe,"In the heart of vibrant midtown Manhattan, Wyndham Midtown 45 at New York City boasts boutique-style elegance just steps away from everything this world-renowned city has to offer. Within walking distance of Grand Central Station, the midtown Manhattan business district, Madison Avenue, Park Avenue restaurants and Fifth Avenue shopping. Because of its central location, all other world-famous sights and trendy neighborhood hot spots are just a short subway or taxi ride away.",273812306,43651.0,,,0.0,0.0,0.0,"New York, NY, United States",Midtown East,40.75288,-73.97269,Resort,Private room,4,1.0,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove}",380,1,0,3,today,1,0,0,0,3,0,0,,,,,,,,1,flexible,1,0,1,0,,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
30058,36420289,"Rustic Garden House Apt, 2 stops from Manhattan",,73211393,42511.0,,,0.0,0.0,0.0,"Queens, NY, United States",Astoria,40.75508,-73.93258,House,Entire home/apt,8,1.0,3,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",350,1,0,2,yesterday,1,29,59,89,364,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
30127,36450896,Brand New 3-Bed Apt in the Best Location of FiDi,1 mins to subway,29741813,42084.0,,,0.0,0.0,0.0,"New York, NY, United States",Financial District,40.70605,-74.01042,Apartment,Entire home/apt,7,2.0,3,3,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed""}",475,1,0,2,today,1,24,42,64,64,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
